folder repetition nb_iterations selection_sigma selection_scheme selection_threshold species_id wild_type mean var CV ER
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 BPGSPP 6.88542e-07 6.496517006999981e-07 2.155171746666192e-15 0.07145956411576253 4.5459118664913366e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 BPGSPPP3GA 9.16871e-11 9.607249217999833e-11 6.913984793685227e-23 0.08654961758415655 8.22454624722102e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 BPGSPPP2GA 8.37576e-12 8.305571382000056e-12 3.1092312451545296e-25 0.06713623719488772 4.432049214955547e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 BPGSPB23PG 1.66687e-06 1.662310606999977e-06 1.3296345516786767e-14 0.06936716891443855 4.785516648719956e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 BPGSPPPhos 1.12298e-06 1.1674870460000075e-06 4.359851132854048e-15 0.056556660760837894 3.4572247803816846e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 P6GL 1.12797e-08 1.022040493100006e-08 3.317498165994813e-19 0.05635562140578609 2.607447622474113e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 P6G 3.41956e-05 3.403522285999992e-05 8.793199250722342e-12 0.08712541473376398 7.519802900963435e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 Ru5P 4.1504e-06 3.641425330000004e-06 5.19523033242364e-13 0.19793882805731355 3.015955283505478e-06
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 GSSG 8.57847e-08 8.117779344000241e-08 1.4748800077273572e-17 0.04730870957908564 2.0041813436033618e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 Xu5P 7.57335e-06 8.17128551800016e-06 9.270107122109954e-13 0.11782894539890536 1.6162505905969793e-06
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 Rib5P 4.89949e-06 4.192950767000003e-06 8.058401061672141e-13 0.21409408860482435 3.3569674246909152e-06
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 TK 1.47938e-07 1.3121337540000033e-07 2.2434683979651605e-17 0.036097894432398386 1.0250863963088275e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 TKXu5P 5.35348e-09 5.1854745460000686e-09 3.153437702449642e-19 0.1082938069406903 1.1003019601948493e-06
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 TKG 1.73688e-07 1.9069535140000017e-07 2.5020470148314996e-17 0.026230563877164263 8.293843522135802e-08
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 TKGRib5P 1.48964e-09 1.4116434630000058e-09 6.769075747445007e-20 0.18430608144520744 3.050469751841245e-06
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 Sed7P 6.08067e-06 6.443547320999976e-06 2.2747495296333584e-12 0.23406785197043745 6.152203811208156e-06
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 Ery4P 7.38402e-07 6.144504491999989e-07 1.383051502975893e-14 0.19139575903938771 2.536603715753516e-06
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 TKGEry4P 1.53141e-09 1.4941514570000127e-09 4.952722766098661e-20 0.1489454999865036 2.1118402416403836e-06
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 ADP 0.000110229 0.00011752475272999888 3.4339994976712824e-10 0.15767787831930832 2.8262364441252963e-06
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 MgB13PG 2.59722e-08 2.8676007210000138e-08 1.5159265012218438e-17 0.13577518141432732 2.247298015435173e-06
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 MgFru16P2 3.46547e-07 2.950545499000041e-07 6.792467261042056e-15 0.27932606341978805 5.655920113412627e-06
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 MgGlc16P2 1.57958e-05 1.61039759200003e-05 4.033929250268895e-12 0.12471854224220172 1.6167580220823652e-06
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 MgPhos 1.25271e-05 1.4286845970000159e-05 3.198979858078482e-12 0.12518992818228478 2.038498597851146e-06
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 Hb 0.00365369 0.0037365254630000516 5.3885892532026995e-08 0.062125456671470486 4.0365625584366517e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 HbMgATP 0.000216893 0.00020135781249999823 1.2227097057554951e-09 0.17365736034518095 2.5991556501088085e-06
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 HbATP 0.000208352 0.0001989287617999989 4.837543686255231e-10 0.11056428724171856 1.1143703611961153e-06
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 HbADP 0.000100685 9.059231636999859e-05 3.309940858928925e-11 0.0635065839783986 3.2650563818704683e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 HbB23PG 0.00281996 0.0027721336120000183 4.269345430866707e-08 0.07453606972116014 5.368777412655623e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 HbB13PG 4.25946e-07 4.620553250999981e-07 1.3200717616634723e-14 0.24865934807480405 7.275929001014614e-06
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vhk 5.61546e-07 5.636511565000004e-07 2.822609097629108e-17 0.009425729366922498 8.95117527084377e-09
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vgpi 5.0369e-07 5.054510179999956e-07 2.8048224808898107e-17 0.01047788467975666 1.1055508487922694e-08
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vpfk 5.42261e-07 5.442511241999909e-07 2.813848263082743e-17 0.009746551959842958 9.569382909990764e-09
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vald 5.42261e-07 5.442511241999909e-07 2.813848263082743e-17 0.009746551959842958 9.569382909990764e-09
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vtpi -5.42261e-07 -5.442511241999909e-07 2.813848263082743e-17 0.0 0.0
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vgapdh 1.10381e-06 1.1079020899999917e-06 1.1271733741506578e-16 0.009582834308344168 9.25128526982899e-09
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vpgk 8.90441e-07 8.886646219999869e-07 1.0734353109134414e-17 0.003686803979425404 1.3538345039476596e-09
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vpgm 1.10371e-06 1.1078249850000236e-06 1.1337131245610844e-16 0.009611262340076431 9.306646533868702e-09
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 veno 1.10381e-06 1.1079020899999917e-06 1.1271733741506578e-16 0.009582834308344168 9.25128526982899e-09
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vpk 1.10381e-06 1.1079020899999917e-06 1.1271733741506578e-16 0.009582834308344168 9.25128526982899e-09
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vldh 1.09981e-06 1.1039927259999816e-06 1.1704266856142806e-16 0.009799544640795797 9.676290243088027e-09
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vldhp 6.91181e-09 7.2126589410000486e-09 9.382272583385582e-20 0.04246768883983769 1.9639230344212776e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vbpgsp1 2.13366e-07 2.1923768240000298e-07 1.0746375426496356e-16 0.047284173465366584 2.360541160813634e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vbpgsp2 2.13366e-07 2.1923768240000298e-07 1.0746375426496356e-16 0.047284173465366584 2.360541160813634e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vbpgsp3 9.30727e-11 7.736600412300008e-11 1.505453389960839e-19 5.015144958109991 0.0017378916171028472
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vbpgsp4 -9.30727e-11 -7.736600415200004e-11 1.5054533899527833e-19 0.0 0.0
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vbpgsp5 9.30727e-11 7.736600415200004e-11 1.5054533899527833e-19 5.01514495621669 0.0017378916170935482
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vbpgsp6 -9.30727e-11 -7.736600415200004e-11 1.5054533899527833e-19 0.0 0.0
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vbpgsp7 -2.1684e-19 -2.1684000000000796e-19 -1.0508350315264824e-50 0.0 0.0
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vbpgsp8 2.13366e-07 2.1923768240000298e-07 1.0746375426496356e-16 0.047284173465366584 2.360541160813634e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vbpgsp9 2.13366e-07 2.1923768240000298e-07 1.0746375426496356e-16 0.047284173465366584 2.360541160813634e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vg6pdh 5.78561e-08 5.8200162420001205e-08 1.2702775723295404e-19 0.0061238580961567824 3.794899861375711e-09
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vpglhydrolysis 5.78561e-08 5.8200162420001205e-08 1.2702775723295404e-19 0.0061238580961567824 3.794899861375711e-09
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vp6gdh 5.78561e-08 5.8200162420001205e-08 1.2702775723295404e-19 0.0061238580961567824 3.794899861375711e-09
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vgssgr 1.088e-07 1.091877358999904e-07 2.7169755227346607e-19 0.00477385256640138 2.2952390590136318e-09
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vru5pe 3.85707e-08 3.880010791000055e-08 5.645670943780953e-20 0.006123854273794157 3.794901611109402e-09
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vr5pi 1.92854e-08 1.9400052849999854e-08 1.411386264073184e-20 0.006123786347192508 3.794797315870291e-09
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vtk1 3.85707e-08 3.880010791000055e-08 5.645670943780953e-20 0.006123854273794157 3.794901611109402e-09
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vtk2 3.85707e-08 3.880010791000055e-08 5.645670943780953e-20 0.006123854273794157 3.794901611109402e-09
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vtk3 1.92854e-08 1.9400052849999854e-08 1.411386264073184e-20 0.006123786347192508 3.794797315870291e-09
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vtk4 1.92854e-08 1.9400052849999854e-08 1.411386264073184e-20 0.006123786347192508 3.794797315870291e-09
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vtk5 1.92854e-08 1.9400052849999854e-08 1.411386264073184e-20 0.006123786347192508 3.794797315870291e-09
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vtk6 1.92854e-08 1.9400052849999854e-08 1.411386264073184e-20 0.006123786347192508 3.794797315870291e-09
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vta 1.92854e-08 1.9400052849999854e-08 1.411386264073184e-20 0.006123786347192508 3.794797315870291e-09
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vak 0.0 2.3039819999998186e-23 3.0740994751864088e-40 760.9916238733452 0.0
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vatpase 8.90441e-07 8.886646219999869e-07 1.0734353109134414e-17 0.003686803979425404 1.3538345039476596e-09
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vox 1.088e-07 1.091877358999904e-07 2.7169755227346607e-19 0.00477385256640138 2.2952390590136318e-09
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 voxnadh 3.99385e-09 3.909609567999996e-09 2.8502294807179876e-19 0.13655465992746033 1.7868838693192446e-06
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vlactransport 1.10673e-06 1.1112053250000034e-06 1.1769610866521287e-16 0.009763077531406678 9.609012081979173e-09
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vpyrtransport -2.91797e-09 -3.3030496290000076e-09 4.3133434980658236e-19 0.0 0.0
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vphostransport 0.0 2.3595843000000037e-24 2.6697905457514337e-44 69.24734033111642 0.0
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vmgatp -4.44089e-16 1.4876974999999648e-18 5.933498421681341e-32 163.7347203489715 0.0
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vmgadp 1.38778e-17 1.131040699999999e-18 3.874318706059538e-34 17.40281240155278 0.000201165775
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vmgb23pg 1.11022e-16 1.4688269899999953e-17 3.325788015474931e-32 12.415855166654465 0.0002698214493079705
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vmgb13pg -6.77626e-21 -2.168404100000031e-23 3.404289623723405e-41 0.0 0.0
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vmgfru16p2 0.0 2.6373180899999798e-21 3.0430775838859244e-39 20.916740033302087 0.0
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vmgglc16p2 -6.93889e-18 1.205627980000028e-19 3.591087264362556e-35 49.70495224872168 0.0
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vmgphos -1.73472e-18 6.956248599999999e-20 6.644740373305789e-36 37.05645873619326 0.0
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vhbmgatp 2.77556e-16 4.141133879999952e-18 2.1170226234476152e-32 35.1352848151608 2.7480476507544744e-05
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vhbatp 0.0 5.63437239999997e-19 1.616769816597916e-33 71.36389546465456 0.0
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vhbadp 1.38778e-17 1.4016578100000005e-18 2.9135499991123515e-34 12.177811194463075 0.0001512798992648696
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vhbbpg 4.44089e-16 7.731593670000062e-17 4.668068216115807e-31 8.836892566272365 0.00023669940274259596
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 vhbb13pg 1.0842e-19 -5.800467299999948e-22 7.226871028481385e-39 0.0 6.147966585636255e-05
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 MgATP 0.00152212 0.0015233261099999985 1.202752828833506e-10 0.007199383485519207 5.191329588427607e-09
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 Glc6P 4.10568e-05 5.4583926539999694e-05 5.999793712011416e-11 0.14190685837285805 3.5593125370191324e-06
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 MgADP 9.3914e-05 9.407613710000082e-05 1.9430027904183373e-11 0.04685513956246957 2.202991124015341e-07
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 B23PG 0.00308725 0.003350803589999992 2.0044257879498605e-07 0.13361217038474696 2.1030344304599823e-06
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 Glc16P2 0.000106204 0.00010793493079999989 1.422887260404728e-12 0.011051550895577907 1.2615043224073475e-08
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 GSH 0.00320001 0.0031999979559998787 1.0444763272592777e-16 3.1937403093956817e-06 9.962697333776304e-16
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 Fru6P 1.33196e-05 1.8614809199999673e-05 8.271634894592486e-12 0.1545030614194477 4.662394213940124e-06
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 Fru16P2 2.33004e-06 3.103537533999991e-06 3.3189837126022285e-13 0.18562888605269637 6.113337433020605e-06
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 ATP 0.000158404 0.0001624028843999979 1.7212554536171306e-10 0.08078466460756412 6.859825068847414e-07
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 Mg 0.000370341 0.000354155388700007 9.964123446468306e-10 0.08913036714205198 7.264998175486314e-07
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 AMP 2.94017e-05 3.18312403700002e-05 1.482685080692055e-11 0.12096811037345793 1.7151576062976347e-06
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 Phos 0.000994883 0.0008754571796999261 2.1086312788731247e-09 0.052452405917817815 2.1303777838819204e-07
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 GrnP 2.19974e-05 2.780987114000005e-05 1.4349049731504891e-11 0.1362111293869999 2.9653805633030437e-06
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 GraP 5.2942e-06 6.7198884100000185e-06 7.258281649053593e-13 0.12678119675414065 2.5896026396109883e-06
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 MgB23PG 0.000768035 0.0007922774978000112 3.0721920503876054e-09 0.06995952614380276 5.208184224528622e-07
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 NAD 5.9895e-05 5.984464684999867e-05 4.392397402590592e-16 0.00035020754990102717 1.2243914560006175e-11
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 B13PG 3.68147e-07 3.341645176000041e-07 2.8081030586060136e-16 0.050147142124953796 2.0719082082917284e-07
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 NADH 2.45021e-07 2.953532650999939e-07 4.392507242681083e-16 0.07096014051792573 7.316542004552229e-07
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 P3GA 7.19791e-05 6.861633912000059e-05 6.273086478614101e-12 0.036501700204605025 1.2107889545263094e-07
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 P2GA 1.20293e-05 1.1643533949999865e-05 2.574356292321885e-13 0.0435762157835293 1.7790491290431421e-07
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 PEP 2.02575e-05 1.849396143999971e-05 6.12259677049713e-13 0.04230949885447824 1.4919833030010432e-07
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 Pyr 5.85717e-05 5.4587098399997844e-05 2.4623954459533633e-12 0.02874675911707109 7.17764774299523e-08
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 Lac 0.00140443 0.0013141896880000227 1.2215121394999597e-09 0.026594439313448286 6.192950256902474e-08
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 NADPH 6.40171e-05 6.402251352000185e-05 1.1576591030590513e-16 0.00016805739408416167 2.82482854885302e-12
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 NADP 1.07852e-07 1.024877593199995e-07 1.1576214491398472e-16 0.10498113993589597 9.951995225343179e-07
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 BPGSP 2.99956e-07 3.0777013580000586e-07 4.460160695327356e-16 0.06861969398308922 4.95718810785828e-07
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 BPGSPB13PG 2.15521e-08 1.993125200999969e-08 7.721777570804783e-18 0.139419674135383 1.662409838522516e-06
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 BPGSPP 6.88542e-07 7.624285371999998e-07 1.5744381705176323e-15 0.052043160391386845 3.3209683513204526e-07
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 BPGSPPP3GA 9.16871e-11 9.625251221000153e-11 2.3162468006135705e-23 0.05000119026464589 2.7552966198651775e-07
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 BPGSPPP2GA 8.37576e-12 8.616000106000106e-12 2.391451049981299e-25 0.05675773451716637 3.4088904661111475e-07
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 BPGSPB23PG 1.66687e-06 1.7628766940000244e-06 7.479018745440332e-15 0.049056930927362456 2.691789911546394e-07
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 BPGSPPPhos 1.12298e-06 9.468885506000061e-07 2.9689773360328217e-15 0.057544600046443746 2.3543056186281498e-07
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 P6GL 1.12797e-08 1.0484820665999724e-08 1.1828404113829087e-19 0.03280213186880257 9.296747922641346e-08
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 P6G 3.41956e-05 3.744318275999978e-05 1.9323371233808344e-11 0.1174001606043947 1.652503701053365e-06
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 Ru5P 4.1504e-06 5.789161665000045e-06 6.283866274783531e-13 0.13692974190678753 3.647934447486123e-06
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 GSSG 8.57847e-08 9.104172403999701e-08 2.0388052478723117e-17 0.04959608528202697 2.770486696804797e-07
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 Xu5P 7.57335e-06 9.215328193000041e-06 1.2229108217087059e-12 0.12000147586800636 2.132154797997332e-06
2 2 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 Rib5P 4.89949e-06 6.502438101000038e-06 6.840687855936165e-13 0.12719606038462272 2.8496926523186915e-06
