threshold wild_type_X mean_CV sd_CV mean_ER sd_ER mean_CS sd_CS species_id
1e-04 0.151590023173194 -4.38088285285283 0.0262789488219687 -12.7617569047525 0.0525470905643899 12.7617569047525 0.0525470905643899 MgATP
1e-04 -0.162885365688531 -3.35985222282199 0.129928356642057 -10.7196831634231 0.259579256913007 10.7196831634231 0.259579256913007 MgGri23P2
1e-04 -0.255104616455615 -3.36265285803981 0.135370820428218 -10.7253410578969 0.271119564270446 10.7253410578969 0.271119564270446 Mgf
1e-04 -1.1847968747502 -5.99241203012127 0.133893671758081 -15.9200749147759 0.193368011103771 15.9200749147759 0.193368011103771 NAD
1e-04 -3.80578806902753 -3.33397752557036 0.141659046758505 -10.6678492156947 0.28313296066131 10.6678492156947 0.28313296066131 NADH
1e-04 -2.31068140599569 -2.81428588912928 0.142960270069984 -9.62840486442936 0.286547536718694 9.62840486442936 0.286547536718694 NADPHf
1e-04 -4.63551236411602 -1.15064999346508 0.210041598315731 -6.31215099127723 0.370714423115922 6.31215099127723 0.370714423115922 NADPf
1e-04 -5.2320383712587 -0.903790572539706 0.232644490965343 -5.78939238775335 0.429526036696128 5.78939238775335 0.429526036696128 P1NADP
1e-04 -1.62081738359499 -3.90693019089545 0.164440014231422 -11.813935288855 0.32883145198092 11.813935288855 0.32883145198092 P1NADPH
1e-04 -4.2952967489444 -1.31576625463277 0.194443406377411 -6.60209617865924 0.412621774600305 6.60209617865924 0.412621774600305 P1f
1e-04 -2.69154624322803 -1.08576696031649 0.186647072173254 -6.1671075016118 0.327175473742483 6.1671075016118 0.327175473742483 P2NADP
1e-04 -1.67599204836875 -2.11701439290292 0.160752207040493 -8.235079865494 0.323905560098192 8.235079865494 0.323905560098192 P2NADPH
1e-04 -3.06413971343733 -2.10583513746538 0.146952539920319 -8.21260715350062 0.295249510425349 8.21260715350062 0.295249510425349 P2f
1e-04 -1.96112066822371 -2.66471258230183 0.124770998314273 -9.32966938576204 0.249205302312834 9.32966938576204 0.249205302312834 PEP
1e-04 -0.000345616252394528 -4.11117783750119 0.407934634899931 -12.2223700852514 0.815789983000626 12.2223700852514 0.815789983000626 Phi
1e-04 -1.07581395721469 -4.08870601440408 0.796600071580934 -12.1778456532625 1.59373718837419 12.1778456532625 1.59373718837419 Pyr
1e-04 -1.8536630951667 -4.03358579483966 0.104690785469609 -12.0670826578342 0.209446236588566 12.0670826578342 0.209446236588566 Rib5P
1e-04 -2.32581625913789 -3.61470961756234 0.150427984321928 -11.2292887562967 0.300760854927895 11.2292887562967 0.300760854927895 Rul5P
1e-04 -1.81165835695728 -2.83102322184882 0.15420940460311 -9.66109806043286 0.30824438791846 9.66109806043286 0.30824438791846 Sed7P
1e-04 -1.89464407835314 -3.62462527604852 0.163294296303345 -11.2491302685267 0.326493346648175 11.2491302685267 0.326493346648175 Xul5P
