name Rul5P PEP P2f Rib5P P2NADP NADPf NADH P2NADPH P1NADPH NAD Mgf Xul5P Phi MgATP Pyr MgAMP AMPf Gri2P Gri23P2f Sed7P ATPf Gri13P2 Lac GraP GlcA6P Glc6P E4P GSH DHAP Fru16P2 MgADP GSSG NADPHf Fru6P P1NADP Gri3P MgGri23P2 P1f Glcin ADPf
Keqv13 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
Keqv12 0.00471513 0.0107887 0.000862974 0.0138552 0.00201732 2.34028e-05 0.000156315 0.020669 0.0233719 0.0610739 0.246971 0.0126225 0.000688134 -0.592652 0.0769358 0.00242366 0.066869 0.00834803 -2.20337 0.015279 0.150105 0.000480093 -1.14312 0.0060201 0.0244602 0.0381079 0.00623749 -6.58313 0.126857 0.00956788 0.11792 0.000186704 0.00486539 0.0151827 5.73089e-06 0.0612858 0.214657 4.89726e-05 -16.2875 0.152054
KX5Pv21 0.0046996 0.0108199 0.000862886 0.0138091 0.00202005 2.3437e-05 0.000156347 0.0206665 0.0233719 0.0610738 0.246887 0.0125813 0.000774386 -0.592198 0.0769357 0.00243282 0.0670225 0.00837081 -2.18745 0.0151748 0.149927 0.000480424 -1.14312 0.00602611 0.0244265 0.0379302 0.00623241 -6.58313 0.126963 0.00958973 0.118102 0.000186708 0.00486527 0.015109 5.73938e-06 0.061439 0.214944 4.89738e-05 -16.2888 0.152111
K6v26 0.00469976 0.0108199 0.000862886 0.0138095 0.00202006 2.34372e-05 0.000156347 0.0206665 0.0233719 0.0610738 0.246887 0.0125817 0.000774189 -0.592197 0.0769357 0.00243282 0.0670226 0.00837081 -2.18745 0.0151753 0.149927 0.000480423 -1.14312 0.00602609 0.0244265 0.0379296 0.00623284 -6.58313 0.126962 0.00958964 0.118102 0.000186708 0.00486527 0.0151087 5.73943e-06 0.061439 0.214944 4.89738e-05 -16.2888 0.152111
KdAMP nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
KdADP nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
KFru16P2v12 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
KRu5Pv21 0.0046994 0.0108199 0.000862886 0.0138087 0.00202004 2.3437e-05 0.000156347 0.0206665 0.0233719 0.0610738 0.246887 0.0125819 0.000774374 -0.592198 0.0769357 0.00243282 0.0670225 0.00837081 -2.18745 0.0151748 0.149927 0.000480424 -1.14312 0.00602611 0.0244265 0.0379302 0.00623236 -6.58313 0.126963 0.00958973 0.118102 0.000186708 0.00486527 0.015109 5.73937e-06 0.061439 0.214944 4.89738e-05 -16.2888 0.152111
Keqv29 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
Kd3 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
Keqv26 0.00469962 0.0108199 0.000862886 0.0138091 0.00202005 2.3437e-05 0.000156347 0.0206665 0.0233719 0.0610738 0.246887 0.0125813 0.000774386 -0.592198 0.0769357 0.00243282 0.0670225 0.00837081 -2.18745 0.0151748 0.149927 0.000480424 -1.14312 0.00602611 0.0244265 0.0379301 0.00623242 -6.58313 0.126963 0.00958973 0.118102 0.000186708 0.00486527 0.015109 5.73938e-06 0.061439 0.214944 4.89738e-05 -16.2888 0.152111
KR5Pv25 0.00515424 0.0107317 0.000865429 0.0152001 0.00194041 2.24447e-05 0.000156092 0.0207406 0.0233722 0.0610741 0.247088 0.013786 8.67208e-05 -0.601811 0.0769355 0.00232733 0.0651609 0.00827651 -2.1969 0.0156357 0.150739 0.000483129 -1.14311 0.00604436 0.0262195 0.0399491 0.00606577 -6.58314 0.127276 0.00960144 0.116623 0.000186584 0.00486874 0.0159471 5.4926e-06 0.0607234 0.215413 4.89393e-05 -16.3862 0.150729
KR5Pv22 0.00469961 0.0108199 0.000862886 0.0138092 0.00202005 2.3437e-05 0.000156347 0.0206665 0.0233719 0.0610738 0.246887 0.0125812 0.000774367 -0.592198 0.0769357 0.00243282 0.0670225 0.0083708 -2.18745 0.0151748 0.149927 0.000480424 -1.14312 0.00602611 0.0244266 0.0379301 0.00623242 -6.58313 0.126963 0.00958973 0.118102 0.000186708 0.00486527 0.015109 5.73938e-06 0.061439 0.214944 4.89738e-05 -16.2888 0.152111
KPGA23v18 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
Vmaxv9 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
KPv6 0.00470814 0.0108964 0.000862985 0.013835 0.00201695 2.33983e-05 0.000156353 0.0206694 0.0233719 0.0610738 0.246892 0.0126039 0.000779378 -0.592728 0.0769352 0.00242883 0.0669243 0.00841339 -2.18666 0.0152597 0.14996 0.000482927 -1.14312 0.00600544 0.024453 0.0380478 0.00622372 -6.58313 0.126602 0.00952933 0.118029 0.000186703 0.0048654 0.0151577 5.72974e-06 0.0616901 0.214996 4.89724e-05 -16.29 0.152034
KPEPv12 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
KNADPv19 0.00469965 0.0108199 0.000862886 0.0138092 0.00202007 2.34372e-05 0.000156347 0.0206665 0.0233719 0.0610738 0.246887 0.0125814 0.000774394 -0.592198 0.0769357 0.00243282 0.0670225 0.00837081 -2.18745 0.0151747 0.149927 0.000480424 -1.14312 0.00602611 0.0244265 0.0379301 0.00623239 -6.58314 0.126963 0.00958973 0.118102 0.000186297 0.00486527 0.015109 5.73944e-06 0.061439 0.214944 4.89738e-05 -16.2888 0.152111
Vmaxv24 0.00468227 0.010818 0.000862956 0.0137584 0.00201786 2.34097e-05 0.000156343 0.0206685 0.0233719 0.0610738 0.246891 0.0125352 0.000761911 -0.592396 0.0769357 0.00243107 0.066984 0.00836888 -2.1876 0.0149839 0.149944 0.000480483 -1.14312 0.00602657 0.0244315 0.0379722 0.00626503 -6.58313 0.126971 0.00959034 0.118071 0.000186705 0.00486536 0.0151264 5.73258e-06 0.0614247 0.214954 4.89728e-05 -16.2902 0.152082
KNADPv18 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
Vmaxv25 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
Vmaxv19 0.00470353 0.0108199 0.00086286 0.0138206 0.00202087 2.34472e-05 0.000156348 0.0206657 0.0233719 0.0610738 0.246887 0.0125917 0.000775133 -0.592194 0.0769357 0.00243287 0.0670233 0.00837088 -2.18745 0.0151619 0.149927 0.000480426 -1.14312 0.00602615 0.0244156 0.0379292 0.00622705 -6.58503 0.126963 0.00958985 0.118102 5.2475e-06 0.00486523 0.0151086 5.74193e-06 0.0614396 0.214943 4.89741e-05 -16.2888 0.152111
KNADPv17 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
KNADPHv17 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
K13P2Gv6 0.00469962 0.0108218 0.000862887 0.0138091 0.00202002 2.34367e-05 0.000156347 0.0206665 0.0233719 0.0610738 0.246887 0.0125813 0.000775129 -0.592204 0.0769357 0.00243276 0.0670212 0.00837188 -2.18746 0.0151755 0.149928 0.000480482 -1.14312 0.00602562 0.0244267 0.0379312 0.00623206 -6.58313 0.126954 0.00958825 0.118101 0.000186708 0.00486527 0.0151094 5.73931e-06 0.0614454 0.214944 4.89738e-05 -16.2888 0.15211
KNADHv6 0.00469962 0.0108202 0.000862886 0.0138091 0.00202004 2.3437e-05 0.000156347 0.0206665 0.0233719 0.0610738 0.246887 0.0125813 0.000774594 -0.592199 0.0769357 0.00243281 0.0670223 0.00837097 -2.18745 0.0151749 0.149927 0.000480434 -1.14312 0.00602604 0.0244266 0.0379303 0.00623237 -6.58313 0.126961 0.00958951 0.118101 0.000186708 0.00486527 0.0151091 5.73937e-06 0.06144 0.214944 4.89738e-05 -16.2888 0.152111
KGSSGv19 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
KMoutv0 0.00470061 0.0108191 0.000862904 0.013812 0.00201949 2.34301e-05 0.000156349 0.020667 0.0233719 0.0610738 0.246888 0.0125839 0.000777859 -0.592245 0.0769357 0.00243242 0.0670132 0.00837056 -2.1875 0.0151843 0.149931 0.000480465 -1.14312 0.00602671 0.0244335 0.0379468 0.00623429 -6.58313 0.126973 0.0095917 0.118094 0.000186707 0.00486529 0.0151158 5.73766e-06 0.0614383 0.214946 4.89735e-05 -17.1906 0.152104
KDHAPv4 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
KMinv0 0.00470048 0.0108192 0.000862898 0.0138116 0.00201967 2.34322e-05 0.000156349 0.0206669 0.0233719 0.0610738 0.246888 0.0125836 0.000777998 -0.592236 0.0769357 0.00243251 0.0670152 0.00837065 -2.18747 0.0151824 0.14993 0.000480459 -1.14312 0.00602664 0.0244304 0.037944 0.00623391 -6.58313 0.126972 0.00959151 0.118096 0.000186708 0.00486528 0.0151147 5.73819e-06 0.0614388 0.214946 4.89736e-05 -17.1176 0.152105
KATPv18 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
KMgv1 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
Vmaxv13 0.00470318 0.0116012 0.000864101 0.0138252 0.00198192 2.29625e-05 0.000143924 0.020702 0.023372 0.0610846 0.246911 0.0125904 0.000870828 -0.595428 0.0769324 0.00240879 0.0664321 0.00881731 -2.18128 0.0159232 0.150116 0.000505074 -1.14312 0.00583388 0.0249712 0.0386894 0.00618844 -6.58314 0.123587 0.00904022 0.117673 0.000186648 0.00486692 0.0154232 5.621e-06 0.0641009 0.215292 4.89573e-05 -16.3172 0.151638
KADPv16 0.00469963 0.0108199 0.000862886 0.0138091 0.00202005 2.3437e-05 0.000156347 0.0206665 0.0233719 0.0610738 0.246887 0.0125813 0.00077433 -0.592197 0.0769357 0.00243281 0.0670223 0.00837081 -2.18745 0.0151748 0.149927 0.000480423 -1.14312 0.0060261 0.0244266 0.0379302 0.00623242 -6.58313 0.126962 0.00958969 0.118102 0.000186708 0.00486527 0.015109 5.73938e-06 0.061439 0.214944 4.89738e-05 -16.2888 0.152111
Kd4 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
K23P2Gv8 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
KMgATPv1 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
KMgATPMgv1 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
Keqv27 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
KMgADPv7 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
KMg23P2Gv1 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
Vmaxv12 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
KMGlcv1 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
Vmaxv21 0.0046994 0.0108197 0.000862897 0.0138086 0.0020197 2.34327e-05 0.000156347 0.0206668 0.0233719 0.0610738 0.246887 0.012581 0.000774415 -0.592217 0.0769357 0.00243266 0.0670189 0.00837068 -2.18744 0.0151813 0.149929 0.000480435 -1.14312 0.00602625 0.0244326 0.037935 0.00623415 -6.58313 0.126965 0.00959012 0.118099 0.000186708 0.00486528 0.015111 5.73831e-06 0.0614382 0.214945 4.89736e-05 -16.2887 0.152108
KGraPv6 0.00470065 0.0108657 0.000862907 0.0138121 0.00201941 2.34291e-05 0.000156346 0.0206671 0.0233719 0.0610738 0.246892 0.012584 0.000770515 -0.592343 0.0769355 0.00243147 0.0669929 0.00839637 -2.18788 0.0151982 0.149942 0.000481796 -1.14312 0.00601349 0.0244276 0.0379631 0.00622345 -6.58313 0.126742 0.00955269 0.118078 0.000186707 0.00486529 0.0151226 5.73741e-06 0.0615898 0.214945 4.89735e-05 -16.2888 0.15209
Keqv3 0.00469962 0.0108199 0.000862886 0.0138091 0.00202005 2.3437e-05 0.000156347 0.0206665 0.0233719 0.0610738 0.246887 0.0125813 0.000774387 -0.592198 0.0769357 0.00243282 0.0670225 0.00837081 -2.18745 0.0151748 0.149927 0.000480424 -1.14312 0.00602611 0.0244265 0.0379301 0.00623242 -6.58313 0.126963 0.00958973 0.118102 0.000186708 0.00486527 0.015109 5.73938e-06 0.061439 0.214944 4.89738e-05 -16.2888 0.152111
KAMPv3 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
KGlc6Pv2 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
KGlc6Pv1 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
KGSHv19 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
kATPasev15 0.00469962 0.0108199 0.000862886 0.0138091 0.00202005 2.3437e-05 0.000156347 0.0206665 0.0233719 0.0610738 0.246887 0.0125813 0.000774389 -0.592198 0.0769357 0.00243282 0.0670225 0.00837081 -2.18745 0.0151748 0.149927 0.000480424 -1.14312 0.00602611 0.0244265 0.0379301 0.00623242 -6.58313 0.126963 0.00958973 0.118102 0.000186708 0.00486527 0.015109 5.73938e-06 0.061439 0.214944 4.89738e-05 -16.2888 0.152111
Kv20 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
Keqv2 0.00174369 0.0150951 0.000909836 0.00512514 0.000536437 5.88678e-06 0.000144208 0.022044 0.0233766 0.0610844 0.192316 0.00468935 -0.0202597 0.0427377 0.0769671 0.0154831 0.228734 0.00926318 -1.45364 4.21015e-05 0.084297 0.00015004 -1.14245 0.00168986 0.056026 0.156319 2.31846e-05 -6.58316 0.0398726 0.00061929 0.204818 0.000184484 0.0049286 1.53873e-06 1.42496e-06 0.0614053 0.159161 4.83514e-05 -18.5142 0.207755
KFru6Pv2 0.00470003 0.0108196 0.000862879 0.0138102 0.00202026 2.34397e-05 0.000156349 0.0206663 0.0233719 0.0610738 0.246887 0.0125824 0.000777646 -0.592201 0.0769357 0.00243279 0.0670219 0.00837086 -2.18745 0.015177 0.149928 0.000480439 -1.14312 0.00602639 0.0244259 0.037921 0.00623278 -6.58313 0.126967 0.00959084 0.118101 0.000186709 0.00486526 0.0151113 5.74004e-06 0.0614402 0.214944 4.89739e-05 -16.2888 0.15211
KFru16P2v4 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
Keqv11 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
KDHAPv5 0.00470049 0.0108272 0.000862892 0.0138117 0.00201985 2.34346e-05 0.000156347 0.0206667 0.0233719 0.0610738 0.246888 0.0125836 0.000775716 -0.592231 0.0769357 0.00243251 0.0670156 0.00837499 -2.18757 0.0151766 0.149931 0.000480663 -1.14312 0.00602909 0.02443 0.0379362 0.00623529 -6.58313 0.126861 0.00958439 0.118096 0.000186708 0.00486528 0.0151115 5.73878e-06 0.0614641 0.214943 4.89737e-05 -16.289 0.152106
Vmaxv26 0.00467135 0.0108179 0.00086296 0.0137264 0.00201773 2.34081e-05 0.000156343 0.0206687 0.0233719 0.0610738 0.246892 0.0125062 0.000764055 -0.592394 0.0769357 0.002431 0.066984 0.00836899 -2.1877 0.0148525 0.149944 0.000480495 -1.14312 0.00602675 0.0244176 0.0379726 0.00609156 -6.58313 0.126974 0.00959089 0.118071 0.000186705 0.00486537 0.0151266 5.73217e-06 0.0614258 0.214952 4.89728e-05 -16.2909 0.152083
K4v24 0.0046991 0.0108197 0.00086289 0.0138077 0.00201993 2.34355e-05 0.000156348 0.0206666 0.0233719 0.0610738 0.246888 0.0125799 0.000776334 -0.592217 0.0769357 0.00243266 0.0670187 0.00837077 -2.18745 0.015175 0.149929 0.000480444 -1.14312 0.00602639 0.0244268 0.0379349 0.00623497 -6.58313 0.126967 0.00959053 0.118099 0.000186708 0.00486527 0.015111 5.739e-06 0.0614392 0.214945 4.89737e-05 -16.2887 0.152108
KMgATPv3 0.00469655 0.0107758 0.000862404 0.0137995 0.00203514 2.36256e-05 0.000156411 0.0206524 0.0233719 0.0610738 0.246928 0.0125732 0.000891474 -0.595192 0.0769355 0.00240939 0.0664585 0.00835292 -2.18556 0.0149331 0.150137 0.000482451 -1.14312 0.00605476 0.0242139 0.037639 0.00621233 -6.58313 0.127463 0.00968265 0.117671 0.000186732 0.00486461 0.0149881 5.78636e-06 0.0613574 0.215187 4.89803e-05 -16.2746 0.151681
